Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,cleaned_reviewText,sentiment_scores,compound_score,processed_reviewText,compound,pos,neg,neu
3391,NCosmany,1.0,"I purhcased this card for my Hero 3 cam.  It worked all of last year, or the 3-4 times i used it.  I used it again this year and had some great once in a  life time ski videos and the card failed.  It could not be read or reformatted.  I lost all my vids.  It was strictly used in my hero 3 cam.  I pulled it out to try to retreive the vids using several PC's, multiple card readers, and recovery software but no good. I have never known a card to fail and I am extremely disappointed.Try another brand.  Next time I will use multiple cards with smaller storage and a different brand.",2014-08-01,129,0,0,0,purhcased card hero cam worked last year times used used year great life time ski videos card failed could read reformatted lost vids strictly used hero cam pulled try retreive vids using several pcs multiple card readers recovery software good never known card fail extremely disappointedtry another brand next time use multiple cards smaller storage different brand,"{'neg': 0.077, 'neu': 0.688, 'pos': 0.235, 'compound': 0.9091}",0.9091,purhcased hero cam worked last year times used used year great life time ski videos failed could not read reformatted lost vids strictly used hero cam pulled try retreive vids using several pcs multiple readers recovery software no good never known fail extremely disappointedtry another brand next time use multiple smaller storage different brand,0.8861,0.234,0.083,0.683
3392,"N. Davison ""Stormancast""",4.0,I have always purchased SanDisk products. This works alright it went bad in 2 months and sandisk replaced it. I have not had any issues with the replacement that Sandisk sent.,2013-05-09,578,0,0,0,always purchased sandisk products works alright went bad months sandisk replaced issues replacement sandisk sent,"{'neg': 0.189, 'neu': 0.703, 'pos': 0.108, 'compound': -0.3612}",-0.3612,always purchased products works alright went bad months replaced not issues sent,-0.3612,0.129,0.226,0.645
3393,"N. Delorme ""Internet shopper""",4.0,Never had any issues with sandisk adapter card or devices. They work great and this one is no exception. Very small media for my big fingers but I manage. to do what I need to with it and it works well. Last thing is that Amazon's prices are hard to beat!,2013-12-27,346,0,0,0,never issues sandisk adapter card devices work great one exception small media big fingers manage need works well last thing amazons prices hard beat,"{'neg': 0.087, 'neu': 0.697, 'pos': 0.216, 'compound': 0.6908}",0.6908,never issues adapter devices work great no exception small media big fingers manage need works well last thing amazons prices hard beat,0.5423,0.222,0.168,0.609
3394,NDS,1.0,"I bought two of the 32 GB Sandisk Ultra microSDHC cards, and both of them were unusable.The first one stopped accepting new data when I had put a bit less than one gig of data onto the card.  I couldn't add more files, and I couldn't reformat the card. If I tried to write a new file onto the card, the write operation seemed as if it worked, but the new data couldn't be read back successfully.  The files already on the card were still readable, though, so basically, the card had become a 1 GB ROM.  Fortunately, there was no sensitive personal information on the card, so I returned it to Amazon.The second one didn't fail the same way, but it was still unusable.  If I transferred a bunch of files and then read them back, most of the transferred files had data errors.  For example, a 3 minute music file might only be able to have it's first minute of music played back, then the bad data would stop the music player.  I ran a write/readback test and confirmed that there were data errors on nearly every block tested.  (I used Flash_Drive_Tester_v114.exe, which is a free download.)I ended up buying the equivalent Transcend productTranscend Information TS32GUSDC10 32GB micro SDHC10 Flash Memory - No Box or Adapterwhich has been performing flawlessly.  I have over half of the capacity in use, and I've never seen any sign of data loss or corruption.  For USB plug in flash drives, I've had good luck with SanDisk products, but my experience with the SanDisk microSDHC cards has been terrible.",2012-12-19,719,1,1,2,bought two gb sandisk ultra microsdhc cards unusablethe first one stopped accepting new data put bit less one gig data onto card couldnt add files couldnt reformat card tried write new file onto card write operation seemed worked new data couldnt read back successfully files already card still readable though basically card become gb rom fortunately sensitive personal information card returned amazonthe second one didnt fail way still unusable transferred bunch files read back transferred files data errors example minute music file might able first minute music played back bad data would stop music player ran writereadback test confirmed data errors nearly every block tested used flashdrivetestervexe free downloadi ended buying equivalent transcend producttranscend information tsgusdc gb micro sdhc flash memory box adapterwhich performing flawlessly half capacity use ive never seen sign data loss corruption usb plug flash drives ive good luck sandisk products experience sandisk microsdhc cards terrible,"{'neg': 0.133, 'neu': 0.759, 'pos': 0.108, 'compound': -0.5389}",-0.5389,bought two ultra microsdhc unusablethe first stopped accepting new data put bit less gig data onto couldnt add files couldnt reformat tried write new file onto write operation seemed worked new data couldnt read back successfully files already still readable though basically become rom fortunately no sensitive personal information returned amazonthe second didnt fail way still unusable transferred bunch files read back transferred files data errors example minute music file might able first minute music played back bad data would stop music player ran writereadback test confirmed data errors nearly every block tested used flashdrivetestervexe free downloadi ended buying equivalent transcend producttranscend information tsgusdc micro sdhc flash no box adapterwhich performing flawlessly half capacity use ive never seen sign data loss corruption usb plug flash drives ive good luck products experience microsdhc terrible,-0.7832,0.117,0.172,0.712
3395,Neacsu Teodor,1.0,"I can say that SanDisk is one of the best company in the fields of electronics and Digital Cameras, but I am very dissapointed of this Memory Card.The card memory is only 25GB and the speed is 14MB/s which is not as advertised.I gave it to my dad to use it on his phone and I started to use the Sony 32GB MicroSD. I can say that it works perfectly: the storage is 32GB and the speed is 43MB/s.Buy it now: http://amzn.to/1iGqMVm . This is the exact link I used to buy mine.",2014-06-14,177,0,0,0,say sandisk one best company fields electronics digital cameras dissapointed memory cardthe card memory gb speed mbs advertisedi gave dad use phone started use sony gb microsd say works perfectly storage gb speed mbsbuy httpamzntoigqmvm exact link used buy mine,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.8555}",0.8555,say best company fields electronics digital cameras dissapointed cardthe not advertisedi gave dad use started use sony microsd say works perfectly storage mbsbuy httpamzntoigqmvm exact link used buy mine,0.8555,0.237,0.0,0.763
3396,"Neal Lucas ""neal""",5.0,As advertised this guy holds some serious stuff in its innards. Solves my issues and is quite speedy. Would suggest.,2012-11-24,744,0,0,0,advertised guy holds serious stuff innards solves issues quite speedy would suggest,"{'neg': 0.097, 'neu': 0.746, 'pos': 0.157, 'compound': 0.2023}",0.2023,advertised guy holds serious stuff innards solves issues quite speedy would suggest,0.2023,0.157,0.097,0.746
3397,Neal M. Mcphillips III,5.0,"Came pre-formatted and easy to install. Came with adapter which is great. I recommend this if you are looking for a micro memory card, very worth the price.",2013-08-15,480,0,0,0,came preformatted easy install came adapter great recommend looking micro memory card worth price,"{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.886}",0.886,came preformatted easy install came adapter great recommend looking micro worth price,0.886,0.588,0.0,0.412
3398,"NeedApple ""Apple fan""",5.0,"I use this product with the GoPro 3 Black Edition. It works fantastic, even at 2.7K resolution, and imports very fast, especially over USB 3 card readers. I almost always go with SanDisk these days for flash RAM; they invented much of it and it shows.",2013-01-01,706,0,0,0,use product gopro black edition works fantastic even k resolution imports fast especially usb card readers almost always go sandisk days flash ram invented much shows,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.5574}",0.5574,use product gopro black edition works fantastic even k resolution imports fast especially usb readers almost always go days flash ram invented much shows,0.5574,0.135,0.0,0.865
3399,NEFFRY,3.0,"I bought this a little under a year ago to use with my laptop. Worked just as advertised for much of that time until it stopped letting me write or delete stuff from it (could read just fine). I couldn't even format it. So it kinda just sat there for a while. After trying to format it a number of different ways, I finally contacted sandisk, and they said they will send me a replacement free of charge. I would have maybe given this a lower rating, but the customer service from sandisk made up for the faulty card. I am just glad it fell under a warranty period (I think). Had the card not failed, I would have given five stars. If sandisk wouldn't replace it, would have given one star. Hopefully the latter doesn't happen to you",2014-07-04,157,0,0,0,bought little year ago use laptop worked advertised much time stopped letting write delete stuff could read fine couldnt even format kinda sat trying format number different ways finally contacted sandisk said send replacement free charge would maybe given lower rating customer service sandisk made faulty card glad fell warranty period think card failed would given five stars sandisk wouldnt replace would given one star hopefully latter doesnt happen,"{'neg': 0.119, 'neu': 0.733, 'pos': 0.148, 'compound': 0.34}",0.34,bought little year ago use laptop worked advertised much time stopped letting write delete stuff could read fine couldnt even kinda sat trying number different ways finally contacted said send free charge would maybe given lower rating customer service made faulty glad fell warranty period think not failed would given five stars wouldnt replace would given star hopefully latter doesnt happen,0.7986,0.199,0.088,0.713
3400,Neilah Desiree,5.0,"I will probably never take it out of my tablet, because it is so hard to get a hold of, but it installed and is working fast.  I did not use the adapter, good to have in case I need it.",2014-11-02,36,0,0,0,probably never take tablet hard get hold installed working fast use adapter good case need,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4932}",0.4932,probably never take tablet hard get hold installed working fast not use adapter good case need,-0.2755,0.073,0.136,0.791
3401,Neil Chung,5.0,"It works like it's supposed to. No lost files yet and it's big storage for it's microness. Class 10, highest class so far!",2013-06-20,536,0,0,0,works like supposed lost files yet big storage microness class highest class far,"{'neg': 0.146, 'neu': 0.696, 'pos': 0.158, 'compound': 0.0516}",0.0516,works like supposed no lost files yet big storage microness highest far,0.5365,0.309,0.0,0.691
3402,Neil,5.0,"Great microsdhc card,  use it on my phone for extra storage.  I have used this brand in the past and it works great.  Never a problem with ScanDisk.",2012-12-13,725,0,0,0,great microsdhc card use phone extra storage used brand past works great never problem scandisk,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.8875}",0.8875,great microsdhc use extra storage used brand past works great never problem scandisk,0.8875,0.511,0.0,0.489
3403,Neil in Houston,5.0,"I love that you can get these things so cheap from Amazon, vs. getting them at the major electronic stores for double the price.  It works perfectly, and streams/downloads/uploads very quickly!  I love the adapter that comes with it, too; so I can use it for transferring files from a computer/notebook faster than a 3.0 USB/Thumbdrive/dongle.  Great buy!",2014-02-20,291,0,0,0,love get things cheap amazon vs getting major electronic stores double price works perfectly streamsdownloadsuploads quickly love adapter comes use transferring files computernotebook faster usbthumbdrivedongle great buy,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.9607}",0.9607,love get things cheap amazon vs getting major electronic stores double price works perfectly streamsdownloadsuploads quickly love adapter comes use transferring files computernotebook faster usbthumbdrivedongle great buy,0.9607,0.455,0.0,0.545
3404,"Neil Kingston ""nk""",5.0,This item works great as expected without any issues. I would recommend this item for anyone in need. Good buy.,2013-04-08,609,0,0,0,item works great expected without issues would recommend item anyone need good buy,"{'neg': 0.11, 'neu': 0.523, 'pos': 0.366, 'compound': 0.7087}",0.7087,item works great expected without issues would recommend item anyone need good buy,0.7087,0.366,0.11,0.523
3405,Neil Turkenkopf,5.0,"My new Android phone (T-Mobile upgrade) has a Micro SD slot, but did not come with any card installed. When I read that it could take up to 32 GB, I searched for the best deal and this was it! Super fast, great price, couldn't be happier! :-)",2012-09-09,820,0,0,0,new android phone tmobile upgrade micro sd slot come card installed read could take gb searched best deal super fast great price couldnt happier,"{'neg': 0.079, 'neu': 0.572, 'pos': 0.349, 'compound': 0.8866}",0.8866,new android tmobile upgrade micro slot not come installed read could take searched best deal super fast great price couldnt happier,0.8866,0.382,0.087,0.532
3406,"Nelson E. Ingersoll ""Nelson""",5.0,"Fits in my new Samsung Note 3.  Holds lots of music and data.  I like Sandisk as a brand and this is no exception.  Oh, did I mention I bought a second one for my son too.",2014-05-21,201,0,0,0,fits new samsung note holds lots music data like sandisk brand exception oh mention bought second one son,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}",0.3612,fits new note holds lots music data like brand no exception oh mention bought second son,0.0772,0.134,0.118,0.749
3407,NEM,5.0,Excellent item for the price. Class 10 is the way to go if you're uploading or copying files to your computer. I have a 32gb as well and they both work well. No issues.,2013-03-03,645,0,0,0,excellent item price class way go youre uploading copying files computer gb well work well issues,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.7845}",0.7845,excellent item price way go youre uploading copying files well work well no issues,0.6908,0.393,0.109,0.498
3408,"Neng Vang ""Neng2012""",5.0,Very good card and still working now in my car DVR i love it and hoping it working for a long time for me.,2013-07-25,501,1,0,1,good card still working car dvr love hoping working long time,"{'neg': 0.0, 'neu': 0.447, 'pos': 0.553, 'compound': 0.872}",0.872,good still working car dvr love hoping working long time,0.872,0.586,0.0,0.414
3409,NeoEngineer,5.0,"Great product, great price, great quality!  I've purchased 6 of these so far for family and friends.The only thing better than this would be a 128gb model!I only wished that laptops came with micro SD slots!",2013-09-12,452,0,0,0,great product great price great quality ive purchased far family friendsthe thing better would gb modeli wished laptops came micro sd slots,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.9451}",0.9451,great product great price great quality ive purchased far family friendsthe thing better would modeli wished laptops came micro slots,0.9451,0.487,0.0,0.513
3410,Neomaximus,5.0,"Great product, great speed, no hassle, plug and play. Up to now sandisk products have always been reliable for me hope this keeps up to it's brand.",2013-05-08,579,0,0,0,great product great speed hassle plug play sandisk products always reliable hope keeps brand,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.926}",0.926,great product great no hassle plug play products always reliable hope keeps brand,0.9062,0.57,0.093,0.338
3411,neopirus,5.0,It's unreal that 64 GB of data fit in this small of a memory card. Not too long ago this was considered futuristic. :),2013-03-13,635,0,0,0,unreal gb data fit small memory card long ago considered futuristic,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.3612,unreal data fit small not long ago considered futuristic,0.3612,0.238,0.0,0.762
3412,"Nersi Pouya ""Nersi""",5.0,I put this in my Android to hold pictures music and all other items.  It works like a charm and a lot of room still for memory.  This is blazing fast too.  I am happy with this.,2013-11-12,391,0,0,0,put android hold pictures music items works like charm lot room still memory blazing fast happy,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.836}",0.836,put android hold pictures music items works like charm lot room still blazing fast happy,0.836,0.426,0.0,0.574
3413,New2This,5.0,Very pleased with the speed and performance of this memory card.  Use it in both my camera and smart phone.,2013-07-10,516,0,0,0,pleased speed performance memory card use camera smart phone,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.6808}",0.6808,pleased performance use camera smart,0.6808,0.651,0.0,0.349
3414,"Newspeak ""Be great in act, as you have been i...",5.0,"SanDisk makes the most reliable SD cards. After working in Tech support for a company that relied on maps loaded on SD cards, I only recommend SanDisk now. Class 10 is great, it means you have the fastest card made. The class shows the minimum speeds for data transfer to and from the card. a class 10 will always have at least a minimum transfer of 10mb/sec. These are the cards professionals use to record HD video and high quality images.",2013-05-13,574,0,0,0,sandisk makes reliable sd cards working tech support company relied maps loaded sd cards recommend sandisk class great means fastest card made class shows minimum speeds data transfer card class always least minimum transfer mbsec cards professionals use record hd video high quality images,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.8519}",0.8519,makes reliable working tech support company relied maps loaded recommend great means fastest made shows minimum speeds data transfer always least minimum transfer mbsec professionals use record hd video high quality images,0.8519,0.243,0.0,0.757
3415,Ng Chong Wee,5.0,Bought this at a very good bargain from Amazon and the cards performed amazingly great on my devices. Definitely worth the purchase. Thumbs up for the good buy.,2012-12-14,724,0,0,0,bought good bargain amazon cards performed amazingly great devices definitely worth purchase thumbs good buy,"{'neg': 0.0, 'neu': 0.301, 'pos': 0.699, 'compound': 0.9482}",0.9482,bought good bargain amazon performed amazingly great devices definitely worth purchase thumbs good buy,0.9482,0.726,0.0,0.274
3416,NGTO1,5.0,"Any SanDisk product I've ever purchased worked very well and this one is no different.  I use this in my Sony Experia Z1S from Tmobile and I've had no problems.  SanDisk is a trusted brand, this paired with the great price and Amazon Prime eligibility, it is a no-brainer purchase if you're looking for more data for your device.",2014-03-05,278,0,0,0,sandisk product ive ever purchased worked well one different use sony experia zs tmobile ive problems sandisk trusted brand paired great price amazon prime eligibility nobrainer purchase youre looking data device,"{'neg': 0.068, 'neu': 0.655, 'pos': 0.277, 'compound': 0.8074}",0.8074,product ive ever purchased worked well no different use sony experia zs tmobile ive no problems trusted brand paired great price amazon prime eligibility nobrainer purchase youre looking data device,0.6602,0.261,0.122,0.617
3417,ngvaynshtok,5.0,"works perfectly well with my Galaxy s4! before use, i put the micro sd card into the adapter and put it into my laptop, connected my phone to my laptop, transfered all my stuff from one sd card to the other, and it worked well, i still have all my stuff... with PLENTY of room to spare... and now with the S4 you can save your apps onto ur sd card, so whatever i can save on my sd card instead of the actual phone memory, i save... now both have a lot of free memory =] very happy with this purchase. have had it for a while now.",2013-11-10,393,0,0,0,works perfectly well galaxy use put micro sd card adapter put laptop connected phone laptop transfered stuff one sd card worked well still stuff plenty room spare save apps onto ur sd card whatever save sd card instead actual phone memory save lot free memory happy purchase,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.975}",0.975,works perfectly well use put micro adapter put laptop connected laptop transfered stuff worked well still stuff plenty room spare save apps onto ur whatever save instead actual save lot free happy purchase,0.975,0.5,0.0,0.5
3418,Ni'anhel Moore,5.0,"There's really not much to say. I put it right into my S4 when it arrived and have not had any issues ever since. Very nice card with plenty of room for my music, photos, videos, and whatever else I cram on my phone.",2013-12-31,342,1,0,1,theres really much say put right arrived issues ever since nice card plenty room music photos videos whatever else cram phone,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4215}",0.4215,theres really not much say put right arrived not issues ever since nice plenty room music photos videos whatever else cram,0.4215,0.123,0.0,0.877
3419,NiceMarmot,5.0,Got this for my samsung galaxy s4 and its super nice to have. The space allows me to fit so much on this phone that it can hold everything I want. Had an entire season of Seinfeld on there for those boring times and lots and lots of music. Great buy,2014-06-30,161,0,0,0,got samsung galaxy super nice space allows fit much phone hold everything want entire season seinfeld boring times lots lots music great buy,"{'neg': 0.068, 'neu': 0.501, 'pos': 0.431, 'compound': 0.9062}",0.9062,got super nice space allows fit much hold everything want entire season seinfeld boring times lots lots music great buy,0.9062,0.472,0.074,0.453
3420,Nichlas J. Zander,5.0,its a micro sd card and it works. What more can you ask for.I have one for each of my electronic devices.,2014-04-05,247,0,0,0,micro sd card works ask fori one electronic devices,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,micro works ask fori electronic devices,0.0,0.0,0.0,1.0
3421,Nicholas A. Savage,5.0,"This card performs much better than the lower class 4 and 6 cards I have used in the past.  I have around 400 pictures on it, as well as quite a bit of other content. Content loads very quickly on my Android phone.  Very happy with this purchase.",2013-03-10,638,0,0,0,card performs much better lower class cards used past around pictures well quite bit content content loads quickly android phone happy purchase,"{'neg': 0.076, 'neu': 0.623, 'pos': 0.301, 'compound': 0.7579}",0.7579,performs much better lower used past around pictures well quite bit content content loads quickly android happy purchase,0.7579,0.349,0.088,0.562
3422,Nicholas B. Head,5.0,This was a great fast card and I had no issues with it. My GS3 recognized it quickly and still works a year later.,2013-10-30,404,0,0,0,great fast card issues gs recognized quickly still works year later,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.6249}",0.6249,great fast no issues gs recognized quickly still works year later,0.4404,0.268,0.144,0.588
3423,Nicholas,5.0,the microSD card works wonderfully with my galaxy tab3 and gives me a great deal of extra storage for my media on the tablet,2014-04-21,231,0,0,0,microsd card works wonderfully galaxy tab gives great deal extra storage media tablet,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.8402}",0.8402,microsd works wonderfully tab gives great deal extra storage media tablet,0.8402,0.471,0.0,0.529
3424,Nicholas Katsaras,5.0,"I had to format it as FAT32, you can google for how to do that, but once you do, it works great.  I'll never understand why people would ever buy a phone that doesn't have a microSD slot.  With this you can fill it up with whatever you want, such as movies, TV shows, music, and share it with whoever you want.  Just pop it in your phone and you are all set for a long trip, airplane ride, etc.  I never need to worry about running out of space when taking full HD videos either.",2013-05-07,580,1,0,1,format fat google works great ill never understand people would ever buy phone doesnt microsd slot fill whatever want movies tv shows music share whoever want pop phone set long trip airplane ride etc never need worry running space taking full hd videos either,"{'neg': 0.054, 'neu': 0.729, 'pos': 0.217, 'compound': 0.7584}",0.7584,fat google works great ill never understand people would ever buy doesnt microsd slot fill whatever want movies tv shows music share whoever want pop set long trip airplane ride etc never need worry running space taking full hd videos either,0.7584,0.23,0.057,0.713
3425,Nick,5.0,I bought this 64GB memory card for my mini-camcorder.  Now I have unlimited picture and video taking capabilities.  No more packing extra memory cards for me.,2014-07-01,160,0,0,0,bought gb memory card minicamcorder unlimited picture video taking capabilities packing extra memory cards,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,bought minicamcorder unlimited picture video taking capabilities no packing extra,-0.296,0.0,0.196,0.804
3426,Nick,5.0,"I bought this for my Samsung Galaxy S4 because it had little available memory on board. Unfortunately the phone doesn't allow for the user to move apps to the sd card, but that isn't the card's fault, it's the phone's fault. The card itself works great and seems to transfer very quickly, my full 1080p HD videos have no trouble recording directly to the card.",2013-08-07,488,0,0,0,bought samsung galaxy little available memory board unfortunately phone doesnt allow user move apps sd card isnt cards fault phones fault card works great seems transfer quickly full p hd videos trouble recording directly card,"{'neg': 0.211, 'neu': 0.647, 'pos': 0.142, 'compound': -0.2751}",-0.2751,bought little available board unfortunately doesnt allow user move apps isnt fault phones fault works great seems transfer quickly full p hd videos no trouble recording directly,0.7948,0.305,0.107,0.589
3427,Nick,5.0,"It works, fairly fast, definitely not 30MB/s fast when copying off of it via a USB 3.0 adapter, and absolutely much slower when writing to it. But that's true about all of these memory cards, it's just some are worse than others.",2013-07-19,507,0,0,0,works fairly fast definitely mbs fast copying via usb adapter absolutely much slower writing thats true memory cards worse others,"{'neg': 0.121, 'neu': 0.664, 'pos': 0.215, 'compound': 0.34}",0.34,works fairly fast definitely not fast copying via usb adapter absolutely much slower writing thats true worse others,0.34,0.233,0.131,0.636
3428,Nick,5.0,"So far this has outlasted my 32gb scandisk micro, faster data transfer and my phone seems to breathe, highly recommend the ultra over the regular",2013-08-12,483,0,0,0,far outlasted gb scandisk micro faster data transfer phone seems breathe highly recommend ultra regular,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.4201}",0.4201,far outlasted scandisk micro faster data transfer seems breathe highly recommend ultra regular,0.4201,0.189,0.0,0.811
3429,NickisratingstuffonAmazon,5.0,"This micro SD card holds quite a bit of stuff. Not all my stuff, but most of my stuff. I like that.",2014-01-02,340,0,1,1,micro sd card holds quite bit stuff stuff stuff like,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,micro holds quite bit stuff not stuff stuff like,-0.2755,0.0,0.209,0.791
3430,Nick James,5.0,"Works, had to give a review of this since it does exactly what is it advertised to! Good buy for anyone!",2014-02-01,310,0,0,0,works give review since exactly advertised good buy anyone,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,works give review since exactly advertised good buy anyone,0.4404,0.266,0.0,0.734
3431,Nick Kniveton,5.0,"Works perfect in my note 3. This card even writes almost as fast as my internal phone storage! It works much better than cheap Chinese cards. I've also tried it in my go pro, and it has plenty of write speed, even enough for shooting in 4K! I highly recommend it, and will definitely be getting another soon.",2013-11-18,385,0,0,0,works perfect note card even writes almost fast internal phone storage works much better cheap chinese cards ive also tried go pro plenty write speed even enough shooting k highly recommend definitely getting another soon,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.9076}",0.9076,works perfect note even writes almost fast internal storage works much better cheap chinese ive also tried go pro plenty write even enough shooting k highly recommend definitely getting another soon,0.9076,0.314,0.0,0.686
3432,nickname sin,5.0,"I purchased this MicroSD card to record extended 1080p videos and it has worked flawlessly. Camera did not immediately recognize the card, but going into the settings and selecting format solved the problem.",2013-08-13,482,0,0,0,purchased microsd card record extended p videos worked flawlessly camera immediately recognize card going settings selecting format solved problem,"{'neg': 0.119, 'neu': 0.708, 'pos': 0.173, 'compound': 0.0516}",0.0516,purchased microsd record extended p videos worked flawlessly camera not immediately recognize going settings selecting solved problem,0.0516,0.189,0.131,0.68
3433,Nick Savage,3.0,"Great little card.  The only problem I have experienced may not even be related to the card, but Android OS itself.  I experience buffering/'hiccups'/pauses when watching a video if I also have my utorrent client in the background downloading.  I am not sure if this is limited to the card itself and possibly a faster write speed is needed, or it's the fault of the phone's OS.  However, I am confident that it's operating within spec.Card looks good too.. too bad it's in the case of my phone never to be seen.",2013-12-16,357,0,0,0,great little card problem experienced may even related card android os experience bufferinghiccupspauses watching video also utorrent client background downloading sure limited card possibly faster write speed needed fault phones os however confident operating within speccard looks good bad case phone never seen,"{'neg': 0.181, 'neu': 0.603, 'pos': 0.215, 'compound': 0.4549}",0.4549,great little problem experienced may not even related android os experience bufferinghiccupspauses watching video also utorrent client background downloading not sure limited possibly faster write needed fault phones os however confident operating within speccard looks good bad case never seen,0.3176,0.218,0.194,0.588
3434,"Nick S ""Nick S""",5.0,"i bought this a while back and have had no complaints at all. fast, reliable and no hickups. and at a decent price as well will be coming back for another.",2014-09-03,96,0,0,0,bought back complaints fast reliable hickups decent price well coming back another,"{'neg': 0.182, 'neu': 0.676, 'pos': 0.142, 'compound': -0.1531}",-0.1531,bought back no complaints fast reliable no hickups decent price well coming back another,0.2865,0.248,0.125,0.626
3435,Nick Wilson,5.0,"This is an ultra fast SanDisk branded SD card that's great for digital cameras, especially for video. I got it for my smartphone, mainly for the 32 GB capacity, and it fills the bill at a very low price with Prime shipping. You can't get better quality flash cards than SanDisk. I'm still amazed that they can cram such a huge amount of memory on such a tiny chip.  One megabyte of data in text from printed out would fill a pickup truck. This chip has 32 thousand megabytes.  Think about having 32,000 pickup trucks full of text in a chip smaller than your pinky fingernail!",2013-12-20,353,0,0,0,ultra fast sandisk branded sd card thats great digital cameras especially video got smartphone mainly gb capacity fills bill low price prime shipping cant get better quality flash cards sandisk im still amazed cram huge amount memory tiny chip one megabyte data text printed would fill pickup truck chip thousand megabytes think pickup trucks full text chip smaller pinky fingernail,"{'neg': 0.065, 'neu': 0.796, 'pos': 0.139, 'compound': 0.7264}",0.7264,ultra fast branded thats great digital cameras especially video got smartphone mainly capacity fills bill low price prime shipping cant get better quality flash im still amazed cram huge amount tiny chip megabyte data text printed would fill pickup truck chip thousand megabytes think pickup trucks full text chip smaller pinky fingernail,0.7264,0.157,0.074,0.769
3436,"Nicolaas Traut ""Nick the Noob""",5.0,"The card I received works perfectly in my Samsung Note 2. It comes with a converter to normal SD size, and I used it to copy music and photos from my iMac to the card. It picked up straight away in my mobile device and works fast enough for taking pictures and videos with the mobile.Delivery was fast as usual from Amazon, and packaging was good.On a sidenote, I own a couple of DSLR cameras and generally prefer the SanDisk brand for my memory cards. I've seen other brands fail at the most inappropriate of times, but never had a failure on a SanDisk.",2012-12-28,710,0,0,0,card received works perfectly samsung note comes converter normal sd size used copy music photos imac card picked straight away mobile device works fast enough taking pictures videos mobiledelivery fast usual amazon packaging goodon sidenote couple dslr cameras generally prefer sandisk brand memory cards ive seen brands fail inappropriate times never failure sandisk,"{'neg': 0.056, 'neu': 0.774, 'pos': 0.169, 'compound': 0.7186}",0.7186,received works perfectly note comes converter normal size used copy music photos imac picked straight away mobile device works fast enough taking pictures videos mobiledelivery fast usual amazon packaging goodon sidenote couple dslr cameras generally prefer brand ive seen brands fail inappropriate times never failure,0.7186,0.194,0.065,0.741
3437,Nicolas Siemsen,5.0,"Installed it in my Contour camera and it works just swell for taking 1080p HD video at 30FPS. Can't complain, can't say much more. Good stuff.",2013-08-30,465,0,0,0,installed contour camera works swell taking p hd video fps cant complain cant say much good stuff,"{'neg': 0.123, 'neu': 0.769, 'pos': 0.108, 'compound': -0.0762}",-0.0762,installed contour camera works swell taking p hd video fps cant complain cant say much good stuff,-0.0762,0.108,0.123,0.769
3438,Nigel,5.0,Was hesitant to purchase but then my 'regular' phone sd card died and so decided to go for this class 10 for my tablet... excellent choice.,2013-04-19,598,0,0,0,hesitant purchase regular phone sd card died decided go class tablet excellent choice,"{'neg': 0.29, 'neu': 0.518, 'pos': 0.192, 'compound': -0.2263}",-0.2263,hesitant purchase regular died decided go tablet excellent choice,-0.2263,0.242,0.366,0.392
